DAM_ID,Project name,Continent,Country,Main_river,Major Basin,Capacity (MW),LAT_cleaned,Lon_Cleaned,Stage,Start,End,Reference 1,Reference 2,Reference 3
827,Jubinha Ii,South America,Brazil,Teles Pires,La Plata,15.98,-14.72291667,-58.13,P,,,http://sigel.aneel.gov.br/sigel.html,,
828,Juba Iv,South America,Brazil,Teles Pires,La Plata,7.48,-14.7331,-58.09791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
829,Salto Maciel,South America,Brazil,Teles Pires,La Plata,17,-14.689167,-57.80208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
830,Juba Iii,South America,Brazil,Teles Pires,La Plata,6.2,-14.67997067,-58.13413733,P,,,http://sigel.aneel.gov.br/sigel.html,,
831,Paiaguás,South America,Brazil,Teles Pires,La Plata,23,-14.66458333,-57.76041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
832,Catumbi,South America,Brazil,São Francisco,Sao Francisco,14,-14.653333,-44.98125,P,,,http://sigel.aneel.gov.br/sigel.html,,
833,Sepotuba,South America,Brazil,Teles Pires,La Plata,13.5,-14.64208333,-57.75041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
834,Buritizinho,South America,Brazil,Tocantins,Tocantins,5.25,-14.61902767,-47.77319433,P,,,http://sigel.aneel.gov.br/sigel.html,,
835,Rio Do Sapo,South America,Brazil,Teles Pires,La Plata,4.1,-14.61041667,-57.745,P,,,http://sigel.aneel.gov.br/sigel.html,,
836,Lagoa Grande,South America,Brazil,Teles Pires,La Plata,2.53,-14.593611,-57.75625,P,,,http://sigel.aneel.gov.br/sigel.html,,
837,Ponte Estreita,South America,Brazil,Teles Pires,La Plata,2.1,-14.58541667,-57.787778,P,,,http://sigel.aneel.gov.br/sigel.html,,
838,Gavião,South America,Brazil,São Francisco,Sao Francisco,22,-14.566667,-44.85208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
839,Vãozinho,South America,Brazil,Tocantins,Tocantins,10,-14.484444,-47.82708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
840,Dário Meira,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",8.2,-14.47708333,-39.51041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
841,Vidal,South America,Brazil,Tocantins,Tocantins,6.3,-14.4737285,-46.4637715,P,,,http://sigel.aneel.gov.br/sigel.html,,
842,Alvorada,South America,Brazil,Tocantins,Tocantins,10.3,-14.46875,-46.45208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
843,Capivara - (Km 180),South America,Brazil,São Francisco,Sao Francisco,5.4,-14.4625,-44.7375,P,,,http://sigel.aneel.gov.br/sigel.html,,
844,Vermelho 1,South America,Brazil,Tocantins,Tocantins,7.8,-14.44791667,-46.3425,P,,,http://sigel.aneel.gov.br/sigel.html,,
845,"Capim Puba - (Km171,6)",South America,Brazil,São Francisco,Sao Francisco,10,-14.433333,-44.69791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
846,Recanto,South America,Brazil,Teles Pires,La Plata,9.11,-14.42875033,-57.81291633,P,,,http://sigel.aneel.gov.br/sigel.html,,
847,Salto Do Sapo Parecís,South America,Brazil,Teles Pires,La Plata,5.77,-14.406389,-57.77291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
848,"Larguinha - (Km 154,5)",South America,Brazil,São Francisco,Sao Francisco,10.7,-14.39375,-44.65,P,,,http://sigel.aneel.gov.br/sigel.html,,
849,Santana I,South America,Brazil,Cuiaba,La Plata,11.3,-14.37846667,-56.82986667,P,,,http://sigel.aneel.gov.br/sigel.html,,
850,"Posses - (Km 142,3)",South America,Brazil,São Francisco,Sao Francisco,16.1,-14.35208333,-44.583333,P,,,http://sigel.aneel.gov.br/sigel.html,,
851,Taboquinha,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",26.3,-14.34791667,-39.182778,P,,,http://sigel.aneel.gov.br/sigel.html,,
852,Piracanjuba Eixo 3,South America,Brazil,Tocantins,Tocantins,4,-14.342361,-46.242361,P,,,http://sigel.aneel.gov.br/sigel.html,,
853,Maracanã,South America,Brazil,Teles Pires,La Plata,10.49,-14.50208333,-57.58958333,U,,,http://sigel.aneel.gov.br/sigel.html,,
854,Gongoji Montante,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",5.8,-14.336528,-39.499028,P,,,http://sigel.aneel.gov.br/sigel.html,,
855,Santana Ii,South America,Brazil,Cuiaba,La Plata,2.4,-14.33775,-56.82525,P,,,http://sigel.aneel.gov.br/sigel.html,,
856,Gongoji Jusante,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",6.4,-14.32180583,-39.45736083,P,,,http://sigel.aneel.gov.br/sigel.html,,
857,Serrinha,South America,Brazil,Cuiaba,Amazon,13.08,-14.242083,-56.020417,P,,,http://sigel.aneel.gov.br/sigel.html,,
858,Colinas,South America,Brazil,Tocantins,Tocantins,25.5,-14.22097217,-48.04986117,P,,,http://sigel.aneel.gov.br/sigel.html,,
859,Distância,South America,Brazil,Cuiaba,Amazon,16,-14.190556,-56.04375,P,,,http://sigel.aneel.gov.br/sigel.html,,
860,Paranátinga I,South America,Brazil,Culuene,Amazon,22.3,-14.02847217,-53.35486117,P,,,http://sigel.aneel.gov.br/sigel.html,,
861,Araras,South America,Brazil,Tocantins,Tocantins,3.4,-13.84083317,-47.34250017,P,,,http://sigel.aneel.gov.br/sigel.html,,
862,Presente De Deus (Juína Ii),South America,Brazil,Juruena,Amazon,13.4,-13.83402817,-59.43680517,P,,,http://sigel.aneel.gov.br/sigel.html,,
863,Sumidouro,South America,Brazil,Cuiaba,Amazon,27.43,-13.833889,-56.69375,P,,,http://sigel.aneel.gov.br/sigel.html,,
864,Comodoro (Juína Iii),South America,Brazil,Juruena,Amazon,10.31,-13.80124983,-59.45291683,P,,,http://sigel.aneel.gov.br/sigel.html,,
865,Perdidos,South America,Brazil,Teles Pires,Amazon,24.5,-13.8094445,-56.6905555,P,,,http://sigel.aneel.gov.br/sigel.html,,
866,Pancada Grande,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",2.85,-13.7791665,-39.1541665,P,,,http://sigel.aneel.gov.br/sigel.html,,
867,Esperança,South America,Brazil,Guaporé,Amazon,2.5,-13.78541667,-59.84375,U,,,http://sigel.aneel.gov.br/sigel.html,,
868,Arrodeador,South America,Brazil,São Francisco,Sao Francisco,14,-13.68958333,-44.58958333,P,,,http://sigel.aneel.gov.br/sigel.html,,
869,Santa Mônica,South America,Brazil,Tocantins,Tocantins,30,-13.67708333,-47.35625,P,,,http://sigel.aneel.gov.br/sigel.html,,
870,Bacuri,South America,Brazil,Teles Pires,Amazon,21.9,-13.6295835,-57.3954165,P,,,http://sigel.aneel.gov.br/sigel.html,,
871,Matrinchã,South America,Brazil,Teles Pires,Amazon,29.7,-13.604185,-57.391685,P,,,http://sigel.aneel.gov.br/sigel.html,,
872,Nova Mutum,South America,Brazil,Jamanxim,Amazon,12,-13.58958333,-56.217778,P,,,http://sigel.aneel.gov.br/sigel.html,,
873,Patos,South America,Brazil,Jamanxim,Amazon,24,-13.56986117,-56.33652783,P,,,http://sigel.aneel.gov.br/sigel.html,,
874,Andorinha,South America,Brazil,Teles Pires,Amazon,13.8,-13.43333333,-57.25833333,P,,,http://sigel.aneel.gov.br/sigel.html,,
875,Buriti,South America,Brazil,Juruena,Amazon,10,-13.33541667,-58.58958333,P,,,http://sigel.aneel.gov.br/sigel.html,,
876,Galheiros I,South America,Brazil,Tocantins,Tocantins,11.16,-13.39410583,-46.38993917,U,,,http://sigel.aneel.gov.br/sigel.html,,
877,Inxú,South America,Brazil,Teles Pires,Amazon,20.6,-13.366944,-57.61875,P,,,http://sigel.aneel.gov.br/sigel.html,,
878,Divisa,South America,Brazil,Juruena,Amazon,9.5,-13.36263933,-59.14152733,U,,,http://sigel.aneel.gov.br/sigel.html,,
879,Candengo,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",7.4,-13.34500033,-39.10333367,P,,,http://sigel.aneel.gov.br/sigel.html,,
880,Valença,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",4.7,-13.34208333,-39.11208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
881,Jesuíta,South America,Brazil,Juruena,Amazon,22.3,-13.31041667,-59.03541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
882,Segredo,South America,Brazil,Juruena,Amazon,21.1,-13.2311,-59.0311,U,,,http://sigel.aneel.gov.br/sigel.html,,
883,Ilha Comprida,South America,Brazil,Juruena,Amazon,18.7,-13.1975,-58.98541667,U,,,http://sigel.aneel.gov.br/sigel.html,,
884,Cachoeira Do Cambará,South America,Brazil,JiParaná,Amazon,1.44,-12.85893833,-60.58272833,P,,,http://sigel.aneel.gov.br/sigel.html,,
885,Marcol,South America,Brazil,JiParaná,Amazon,2.5,-12.850555,-60.32291667,U,,,http://sigel.aneel.gov.br/sigel.html,,
886,Cedro,South America,Brazil,Teles Pires,Amazon,18.6,-12.791111,-57.87708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
887,Mogno,South America,Brazil,Teles Pires,Amazon,17.5,-12.647778,-57.89791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
888,Apertadinho,South America,Brazil,JiParaná,Amazon,30,-12.51041667,-60.31041667,U,,,http://sigel.aneel.gov.br/sigel.html,,
889,Palmeiral,South America,Brazil,São Francisco,Sao Francisco,10.3,-12.38958333,-44.80625,P,,,http://sigel.aneel.gov.br/sigel.html,,
890,Jatobá,South America,Brazil,São Francisco,Sao Francisco,11,-12.48845,-45.08655,P,,,http://sigel.aneel.gov.br/sigel.html,,
891,Mu 2,South America,Brazil,JiParaná,Amazon,8.7,-12.456667,-61.04375,P,,,http://sigel.aneel.gov.br/sigel.html,,
892,Santo Antônio Da Lacurioba,South America,Brazil,Contas,"Uruguay - Brazil, South Atlantic Coast",10.5,-12.42708333,-41.408965,P,,,http://sigel.aneel.gov.br/sigel.html,,
893,Penedo,South America,Brazil,São Francisco,Sao Francisco,12,-12.42353333,-45.14436667,P,,,http://sigel.aneel.gov.br/sigel.html,,
894,Embassador,South America,Brazil,São Francisco,Sao Francisco,24.9,-12.40145283,-45.07228617,P,,,http://sigel.aneel.gov.br/sigel.html,,
895,Faveiro,South America,Brazil,Teles Pires,Amazon,29.69,-12.388333,-57.90208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
896,Pedras,South America,Brazil,São Francisco,Sao Francisco,5.42,-12.2545555,-45.2920555,P,,,http://sigel.aneel.gov.br/sigel.html,,
897,Urubú,South America,Brazil,JiParaná,Amazon,20,-12.230694,-61.08541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
898,Tamanduá,South America,Brazil,São Francisco,Sao Francisco,8.42,-12.21458333,-45.25,P,,,http://sigel.aneel.gov.br/sigel.html,,
899,Figueira (Ex-Consórcio Saldanha),South America,Brazil,JiParaná,Amazon,1.4,-11.99541683,-62.17124983,P,,,http://sigel.aneel.gov.br/sigel.html,,
900,São Paulo Do Pimenta Bueno,South America,Brazil,JiParaná,Amazon,14,-11.988333,-61.20625,P,,,http://sigel.aneel.gov.br/sigel.html,,
901,Cachimbo Alto,South America,Brazil,JiParaná,Amazon,9.8,-11.92375017,-62.15958317,P,,,http://sigel.aneel.gov.br/sigel.html,,
902,Rondon I,South America,Brazil,JiParaná,Amazon,12,-11.84444417,-60.72638917,P,,,http://sigel.aneel.gov.br/sigel.html,,
903,Cachoeira Do Rio Branco,South America,Brazil,Parnaíba,Sao Francisco,2.81,-11.78608333,-45.59308333,P,,,http://sigel.aneel.gov.br/sigel.html,,
904,Caetana,South America,Brazil,Tocantins,Tocantins,14.7,-11.78238683,-46.76572017,P,,,http://sigel.aneel.gov.br/sigel.html,,
905,Branco Montante,South America,Brazil,Parnaíba,Sao Francisco,2.35,-11.78125,-45.566667,P,,,http://sigel.aneel.gov.br/sigel.html,,
906,Doido,South America,Brazil,Tocantins,Tocantins,6,-11.710886,-46.75208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
907,Manuel Alvinho Ii,South America,Brazil,Parnaíba,Tocantins,1.26,-11.4303115,-46.8696885,P,,,http://sigel.aneel.gov.br/sigel.html,,
908,Rio Da Conceição,South America,Brazil,Parnaíba,Tocantins,3.97,-11.39791667,-46.89475,P,,,http://sigel.aneel.gov.br/sigel.html,,
909,Cavalo Queimado,South America,Brazil,Parnaíba,Tocantins,1.51,-11.39791667,-46.878481,P,,,http://sigel.aneel.gov.br/sigel.html,,
910,Manuel Alvinho,South America,Brazil,Tocantins,Tocantins,2.78,-11.40208333,-46.9175,P,,,http://sigel.aneel.gov.br/sigel.html,,
911,Kabiara,South America,Brazil,Teles Pires,Amazon,241.2,-11.3425,-58.13541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
912,Vereda,South America,Brazil,Parnaíba,Sao Francisco,3.14,-11.09791667,-45.85208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
913,Cachoeira Grande,South America,Brazil,Parnaíba,Sao Francisco,3.4,-11.08541667,-45.81875,P,,,http://sigel.aneel.gov.br/sigel.html,,
914,Juara,South America,Brazil,Teles Pires,Amazon,12,-10.9705555,-57.2044445,P,,,http://sigel.aneel.gov.br/sigel.html,,
915,Cabeça De Boi,South America,Brazil,Jamanxim,Amazon,30,-10.357778,-56.979722,P,,,http://sigel.aneel.gov.br/sigel.html,,
916,Da Fazenda,South America,Brazil,Jamanxim,Amazon,19.5,-10.3308335,-56.9808335,U,,,http://sigel.aneel.gov.br/sigel.html,,
917,Santa Cruz De Monte Negro,South America,Brazil,JiParaná,Amazon,17.01,-10.230417,-63.23125,U,,,http://sigel.aneel.gov.br/sigel.html,,
918,Cachoeira Formosa (Candeias 4),South America,Brazil,Madeira,Amazon,12.3,-9.98291667,-63.76208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
919,Salto Paraíso,South America,Brazil,Jamanxim,Amazon,8,-9.9606945,-56.9231945,P,,,http://sigel.aneel.gov.br/sigel.html,,
920,Jamari,South America,Brazil,JiParaná,Amazon,20.01,-9.95208333,-63.09375,U,,,http://sigel.aneel.gov.br/sigel.html,,
921,Canaã,South America,Brazil,JiParaná,Amazon,17,-9.94415267,-63.06418067,P,,,http://sigel.aneel.gov.br/sigel.html,,
922,Nhandu,South America,Brazil,Jamanxim,Amazon,13,-9.6926945,-55.2051945,U,,,http://sigel.aneel.gov.br/sigel.html,,
923,Rochedo,South America,Brazil,Jamanxim,Amazon,9,-9.68416667,-55.47416667,P,,,http://sigel.aneel.gov.br/sigel.html,,
924,Machadinho I,South America,Brazil,JiParaná,Amazon,10.5,-9.45055533,-61.98388867,P,,,http://sigel.aneel.gov.br/sigel.html,,
925,Jaburu,South America,Brazil,JiParaná,Amazon,14,-9.093889,-61.81458333,P,,,http://sigel.aneel.gov.br/sigel.html,,
926,Manopla,South America,Brazil,Una,"East Brazil, South Atlantic Coast",5,-8.65111117,-35.21777783,P,,,http://sigel.aneel.gov.br/sigel.html,,
927,Cachoeira Alegre,South America,Brazil,Una,"East Brazil, South Atlantic Coast",1.6,-8.55208333,-35.454722,P,,,http://sigel.aneel.gov.br/sigel.html,,
928,Ilha Das Flores,South America,Brazil,Una,"East Brazil, South Atlantic Coast",4,-8.48750017,-35.53333317,P,,,http://sigel.aneel.gov.br/sigel.html,,
929,Cortês I,South America,Brazil,Una,"East Brazil, South Atlantic Coast",1.4,-8.474722,-35.54375,P,,,http://sigel.aneel.gov.br/sigel.html,,
930,Cortês Ii,South America,Brazil,Una,"East Brazil, South Atlantic Coast",4.7,-8.465278,-35.540278,P,,,http://sigel.aneel.gov.br/sigel.html,,
931,Cortês Iii,South America,Brazil,Una,"East Brazil, South Atlantic Coast",1.9,-8.45208333,-35.56041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
932,Cachoeira Da Onça,South America,Brazil,Una,"East Brazil, South Atlantic Coast",3.47,-8.43625,-35.60125,P,,,http://sigel.aneel.gov.br/sigel.html,,
933,Cachoeira Da Prata,South America,Brazil,Una,"East Brazil, South Atlantic Coast",1.05,-8.40347183,-35.63819483,P,,,http://sigel.aneel.gov.br/sigel.html,,
934,Cachoeira Do Urubu,South America,Brazil,Una,"East Brazil, South Atlantic Coast",9,-8.33958333,-35.34791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
935,Primavera,South America,Brazil,Una,"East Brazil, South Atlantic Coast",4.27,-8.29791667,-35.366667,P,,,http://sigel.aneel.gov.br/sigel.html,,
936,Cachoeira Da Usina,South America,Brazil,Tocantins,Tocantins,12,-6.99361117,-47.16472217,P,,,http://sigel.aneel.gov.br/sigel.html,,
937,Cachoeira Da Ilha,South America,Brazil,Tocantins,Tocantins,9,-6.99361117,-47.16472217,P,,,http://sigel.aneel.gov.br/sigel.html,,
938,Orós,South America,Brazil,São Francisco,"East Brazil, South Atlantic Coast",8.86,-6.2416665,-38.9083335,P,,,http://sigel.aneel.gov.br/sigel.html,,
939,Aurora,South America,Brazil,Mearim,"North Brazil, South Atlantic Coast",9.1,-5.74791667,-45.763333,P,,,http://sigel.aneel.gov.br/sigel.html,,
940,Rocha Baixo,South America,Brazil,Mearim,"North Brazil, South Atlantic Coast",9,-5.5134725,-45.2759725,P,,,http://sigel.aneel.gov.br/sigel.html,,
941,Côco,South America,Brazil,Mearim,"North Brazil, South Atlantic Coast",13.7,-5.34486117,-45.08847217,P,,,http://sigel.aneel.gov.br/sigel.html,,
942,Banabuiú,South America,Brazil,São Francisco,"East Brazil, South Atlantic Coast",8.74,-5.31250017,-38.90416683,P,,,http://sigel.aneel.gov.br/sigel.html,,
943,Pancada Grande,South America,Brazil,Maicuru,Amazon,27,-1.54766828,-54.40625,P,,,http://sigel.aneel.gov.br/sigel.html,,
944,Frieira,South America,Brazil,Maicuru,Amazon,20,-1.18541667,-55.091944,P,,,http://sigel.aneel.gov.br/sigel.html,,
945,Precipício,South America,Brazil,Maicuru,Amazon,25,-1.144167,-55.069167,P,,,http://sigel.aneel.gov.br/sigel.html,,
946,Sororoca,South America,Brazil,Maicuru,Amazon,26,-1.025417,-54.925417,P,,,http://sigel.aneel.gov.br/sigel.html,,
947,40 Ilhas,South America,Brazil,Nhamundá,Amazon,8,-0.89222233,-59.58694433,P,,,http://sigel.aneel.gov.br/sigel.html,,
948,Coronel Eduardo Arlindo Correia,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",3.9,2.17708333,-50.88125,P,,,http://sigel.aneel.gov.br/sigel.html,,
949,Paredão,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",1.6,2.29375,-51.30208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
950,Cachoeira Do Travessão,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",3.1,2.3831665,-51.3168335,P,,,http://sigel.aneel.gov.br/sigel.html,,
951,Carnot,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",5.2,2.40208317,-51.26875017,P,,,http://sigel.aneel.gov.br/sigel.html,,
952,Trapiche,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",9,2.40625,-50.98125,P,,,http://sigel.aneel.gov.br/sigel.html,,
953,Sapucaia,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",1.3,2.5394165,-51.7230835,P,,,http://sigel.aneel.gov.br/sigel.html,,
954,Franconim (Ig. Reginal),South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",1.4,2.54791667,-51.64791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
955,Tracuá,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",5.8,2.66875017,-51.60208317,P,,,http://sigel.aneel.gov.br/sigel.html,,
956,Cachoeira Grande,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",12.2,2.733333,-51.55208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
957,Varador,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",20,3.07664836,-51.30106335,P,,,http://sigel.aneel.gov.br/sigel.html,,
958,Salto Cafesoca,South America,Brazil,Amapari,"Northeast South America, South Atlantic Coast",7.5,3.83333367,-51.84999967,P,,,http://sigel.aneel.gov.br/sigel.html,,
959,Passo Do Tibúrcio,South America,Brazil,Ibicuí,La Plata,2,-28.81458333,-54.579,P,,,http://sigel.aneel.gov.br/sigel.html,,
960,Pai Querê,South America,Brazil,Uruguay,La Plata,292,-28.32708333,-50.66041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
961,Passo São João,South America,Brazil,Uruguay,La Plata,77,-28.13944433,-55.04777767,U,,,http://sigel.aneel.gov.br/sigel.html,,
962,Garibaldi,South America,Brazil,Uruguay,La Plata,177.9,-27.62090467,-50.98742867,U,,,http://sigel.aneel.gov.br/sigel.html,,
963,São Roque,South America,Brazil,Uruguay,La Plata,214,-27.52499983,-50.85833317,P,,,http://sigel.aneel.gov.br/sigel.html,,
964,Itapiranga,South America,Brazil,Uruguay,La Plata,724.6,-27.16041667,-53.683611,P,,,http://sigel.aneel.gov.br/sigel.html,,
965,Iraí,South America,Brazil,Uruguay,La Plata,80.8,-27.11583333,-53.35083333,P,,,http://sigel.aneel.gov.br/sigel.html,,
966,Águas De Chapecó,South America,Brazil,Uruguay,La Plata,42,-27.05619633,-52.97297033,P,,,http://sigel.aneel.gov.br/sigel.html,,
967,Porto Ferreira,South America,Brazil,Uruguay,La Plata,49.3,-26.93744983,-52.90421683,P,,,http://sigel.aneel.gov.br/sigel.html,,
968,Santo Antônio,South America,Brazil,Uruguay,La Plata,84.3,-26.86875,-52.80208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
969,Foz Do Xaxim,South America,Brazil,Uruguay,La Plata,63.2,-26.86199967,-52.74949967,P,,,http://sigel.aneel.gov.br/sigel.html,,
970,Saudade,South America,Brazil,Uruguay,La Plata,61.4,-26.66642983,-52.60023683,P,,,http://sigel.aneel.gov.br/sigel.html,,
971,Itapocuzinho Iia,South America,Brazil,Ribeira,"Uruguay - Brazil, South Atlantic Coast",11.7,-26.29,-49.15625,P,,,http://sigel.aneel.gov.br/sigel.html,,
972,Trindade,South America,Brazil,Uruguay,La Plata,36.5,-26.28124983,-52.30208317,P,,,http://sigel.aneel.gov.br/sigel.html,,
973,São João,South America,Brazil,Uruguay,La Plata,60,-26.19375,-52.46875,P,,,http://sigel.aneel.gov.br/sigel.html,,
974,Cachoeirinha,South America,Brazil,Uruguay,La Plata,45,-26.15833333,-52.52916667,P,,,http://sigel.aneel.gov.br/sigel.html,,
975,Salto Grande,South America,Brazil,Uruguay,La Plata,53.33,-25.99305567,-52.74027767,P,,,http://sigel.aneel.gov.br/sigel.html,,
976,Volta Grande Baixa,South America,Brazil,Uruguay,La Plata,54.7,-25.74972233,-52.93305567,P,,,http://sigel.aneel.gov.br/sigel.html,,
977,Paranáos,South America,Brazil,Paraná,La Plata,62.5,-25.60833333,-53.05416667,P,,,http://sigel.aneel.gov.br/sigel.html,,
